,Mes,temperature_2m_max,temperature_2m_min,precipitation_sum,winddirection_10m_dominant,SEREMI
52,2018-05,14.658064516129032,6.341935483870968,65.5,158.5806451612903,Del Maule
53,2018-06,11.15,2.953333333333333,89.9,142.3,Del Maule
54,2018-07,11.30967741935484,2.3774193548387097,66.30000000000001,145.93548387096774,Del Maule
55,2018-08,12.87741935483871,2.7225806451612904,59.6,160.2258064516129,Del Maule
56,2018-09,15.38,6.286666666666666,93.2,212.9333333333333,Del Maule
57,2018-10,17.603225806451615,6.564516129032258,51.8,232.83870967741936,Del Maule
58,2018-11,22.45,9.663333333333332,32.3,196.83333333333331,Del Maule
59,2018-12,27.335483870967742,12.403225806451612,0.6,248.6451612903226,Del Maule
60,2019-01,28.580645161290324,13.212903225806452,1.7,245.58064516129036,Del Maule
61,2019-02,28.65,14.039285714285716,3.6,247.7142857142857,Del Maule
62,2019-03,25.08709677419355,10.806451612903226,3.9,235.1935483870968,Del Maule
63,2019-04,19.696666666666665,8.383333333333333,7.4,224.5,Del Maule
64,2019-05,14.070967741935483,6.341935483870968,146.8,145.70967741935485,Del Maule
65,2019-06,12.073333333333332,4.096666666666667,132.6,114.56666666666666,Del Maule
66,2019-07,12.093548387096773,3.2290322580645165,66.0,125.0,Del Maule
67,2019-08,13.709677419354838,3.909677419354839,29.5,197.67741935483872,Del Maule
68,2019-09,14.883333333333333,5.036666666666666,76.4,235.0,Del Maule
69,2019-10,18.45483870967742,6.97741935483871,43.900000000000006,219.2258064516129,Del Maule
70,2019-11,25.92,10.676666666666668,0.7,227.5,Del Maule
71,2019-12,28.96451612903226,12.896774193548389,2.7,221.70967741935485,Del Maule
72,2020-01,30.85483870967742,14.483870967741936,0.0,245.0,Del Maule
73,2020-02,29.957142857142856,13.757142857142856,0.0,241.17857142857144,Del Maule
74,2020-03,28.022580645161288,12.803225806451612,0.0,247.83870967741936,Del Maule
75,2020-04,22.46333333333333,9.443333333333332,23.3,224.1,Del Maule
76,2020-05,16.86774193548387,6.996774193548387,27.1,198.80645161290323,Del Maule
77,2020-06,11.59,4.8100000000000005,335.1,100.16666666666669,Del Maule
78,2020-07,11.451612903225806,4.003225806451613,162.8,107.3225806451613,Del Maule
79,2020-08,12.896774193548389,3.332258064516129,74.8,187.4516129032258,Del Maule
80,2020-09,16.053333333333335,4.98,17.5,214.9,Del Maule
81,2020-10,20.76774193548387,6.583870967741936,4.699999999999999,227.0,Del Maule
82,2020-11,25.313333333333333,10.353333333333332,0.1,243.33333333333331,Del Maule
83,2020-12,28.41290322580645,12.006451612903223,1.2000000000000002,236.4516129032258,Del Maule
84,2021-01,28.9,14.116129032258064,58.3,244.06451612903223,Del Maule
85,2021-02,25.36785714285714,12.953571428571427,0.4,276.7857142857143,Del Maule
86,2021-03,25.61935483870968,12.1,0.4,262.38709677419354,Del Maule
87,2021-04,20.5,9.206666666666669,13.4,229.0,Del Maule
88,2021-05,14.329032258064515,6.283870967741936,107.9,167.80645161290323,Del Maule
89,2021-06,12.656666666666666,4.6433333333333335,81.0,124.63333333333334,Del Maule
90,2021-07,11.348387096774196,1.9258064516129036,17.3,163.67741935483872,Del Maule
91,2021-09,15.683333333333334,4.9366666666666665,59.6,246.6,Del Maule
92,2021-10,20.451612903225808,7.054838709677419,5.7,231.80645161290323,Del Maule
93,2021-11,25.026666666666664,10.053333333333336,0.3,246.9,Del Maule
94,2021-12,28.096774193548388,12.619354838709675,1.5,262.35483870967744,Del Maule
95,2022-01,29.187096774193545,13.016129032258064,0.0,260.5483870967742,Del Maule
96,2022-02,28.689285714285717,12.882142857142856,9.6,271.25,Del Maule
97,2022-03,25.651612903225807,10.7,3.0,239.9032258064516,Del Maule
98,2022-04,19.11,7.973333333333333,92.9,205.96666666666667,Del Maule
99,2022-05,12.625806451612902,4.829032258064516,84.2,148.03225806451613,Del Maule
100,2022-06,11.596666666666666,3.6666666666666665,98.7,106.96666666666668,Del Maule
101,2022-07,11.006451612903223,3.164516129032258,254.1,104.09677419354838,Del Maule
102,2022-08,12.832258064516129,3.987096774193548,60.1,183.51612903225808,Del Maule
103,2022-09,15.32,4.836666666666667,51.5,237.13333333333333,Del Maule
104,2022-10,19.493548387096773,6.703225806451614,14.4,240.4516129032258,Del Maule
105,2022-11,25.563333333333333,10.68,35.7,252.4333333333333,Del Maule
106,2022-12,29.95483870967742,13.358064516129032,1.4,245.1290322580645,Del Maule
107,2023-01,29.80322580645161,13.6,0.0,254.67741935483872,Del Maule
108,2023-02,31.510714285714283,14.132142857142856,0.0,241.5,Del Maule
109,2023-03,28.43870967741936,12.296774193548387,0.2,246.16129032258064,Del Maule
110,2023-04,21.66,9.753333333333334,33.0,233.9,Del Maule
111,2023-05,15.025806451612905,6.951612903225806,69.80000000000001,176.7741935483871,Del Maule
112,2023-06,13.096666666666666,5.52,236.3,169.43333333333334,Del Maule
113,2023-07,12.393548387096772,4.990322580645161,117.9,152.83870967741936,Del Maule
114,2023-08,13.86774193548387,4.661290322580645,230.8,170.1290322580645,Del Maule
115,2023-09,14.67,5.316666666666666,169.7,179.16666666666666,Del Maule
116,2023-10,18.81290322580645,6.706451612903226,41.4,221.03225806451613,Del Maule
117,2023-11,20.540000000000003,7.953333333333333,45.2,249.1,Del Maule
118,2023-12,26.02258064516129,11.077419354838709,3.2,256.80645161290323,Del Maule
119,2024-01,30.52258064516129,13.83548387096774,0.0,248.29032258064515,Del Maule
