,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
25,2016-02-01,290.0,43.0,43.0,0.0,14.83,0.9,0.0,9.0,10.0,4.78,26.842857142857145,19.192857142857143,0.0,True,False,2,1,310.0,310.0,300.0,303.3333333333333,-20.0,0.1482758620689655,73.33333333333333,10.0,12.333333333333334,0.3333333333333333,7.650000000000002,26.02288786482335,0.3666666666666667,3.9801477832512315,0.0,280.0,268.3333333333333
26,2016-03-01,310.0,84.0,84.0,0.0,27.1,1.6,0.0,16.0,10.0,5.25,25.82903225806452,18.203225806451613,0.5,True,False,3,1,290.0,310.0,310.0,303.3333333333333,20.0,0.2709677419354839,53.333333333333336,10.0,11.666666666666666,0.0,7.625806451612906,26.27772657450077,0.2333333333333333,6.998834547346515,155.0,310.0,295.90909090909093
27,2016-04-01,300.0,108.0,108.0,0.0,36.0,1.5,0.0,15.0,10.0,7.2,23.703333333333333,16.69,2.2,True,False,4,2,310.0,290.0,310.0,300.0,-10.0,0.36,78.33333333333333,10.0,13.333333333333334,0.0,7.013333333333332,25.458407578085,0.9,8.533199999999999,660.0,300.0,286.3636363636364
28,2016-05-01,310.0,173.0,173.0,0.0,55.81,1.1,0.0,11.0,10.0,15.73,23.141935483870967,15.506451612903223,0.9,True,False,5,2,300.0,310.0,290.0,306.6666666666667,10.0,0.5580645161290323,121.66666666666667,10.0,14.0,0.0,7.635483870967743,24.22476702508961,1.2,12.914693028095733,279.0,310.0,295.90909090909093
29,2016-06-01,300.0,130.0,130.0,0.0,43.33,1.7,0.0,17.0,10.0,7.65,21.88,12.863333333333332,3.4,True,False,6,2,310.0,300.0,310.0,303.3333333333333,-10.0,0.43333333333333335,137.0,10.0,14.333333333333334,0.0,9.016666666666667,22.9084229390681,2.1666666666666665,9.481333333333334,1020.0,300.0,286.3636363636364
30,2016-07-01,310.0,35.0,35.0,0.0,11.29,0.9,0.0,9.0,10.0,3.89,21.325806451612905,12.706451612903225,1.6,True,False,7,3,300.0,310.0,300.0,306.6666666666667,10.0,0.11290322580645161,112.66666666666667,10.0,12.333333333333334,0.0,8.61935483870968,22.11591397849462,1.9666666666666668,2.4077523413111344,496.0,310.0,295.90909090909093
31,2016-08-01,310.0,59.0,59.0,0.0,19.03,1.3,0.0,13.0,10.0,4.54,21.687096774193545,13.37741935483871,0.9,True,False,8,3,310.0,300.0,310.0,306.6666666666667,0.0,0.19032258064516128,74.66666666666667,10.0,13.0,0.0,8.309677419354836,21.630967741935482,1.9666666666666666,4.127544224765868,279.0,310.0,295.90909090909093
32,2016-09-01,300.0,84.0,84.0,0.0,28.0,1.0,0.0,10.0,10.0,8.4,21.52,13.58,0.6,True,False,9,3,310.0,310.0,300.0,306.6666666666667,-10.0,0.28,59.333333333333336,10.0,10.666666666666666,0.0,7.9399999999999995,21.510967741935485,1.0333333333333334,6.025600000000001,180.0,300.0,286.3636363636364
33,2016-10-01,310.0,110.0,110.0,1.0,35.48,1.1,9.09,11.0,10.0,10.0,22.970967741935485,14.25483870967742,0.3999999999999999,True,False,10,4,300.0,310.0,310.0,306.6666666666667,10.0,0.3548387096774194,84.33333333333333,10.0,11.333333333333334,0.3333333333333333,8.716129032258065,22.05935483870968,0.6333333333333333,8.150988553590011,123.99999999999997,310.0,294.1818181818182
34,2016-11-01,300.0,19.0,19.0,0.0,6.33,0.5,0.0,5.0,10.0,3.8,24.03666666666667,15.866666666666667,0.0,True,False,11,4,310.0,300.0,310.0,303.3333333333333,-10.0,0.06333333333333334,71.0,10.0,8.666666666666666,0.3333333333333333,8.170000000000002,22.842544802867383,0.3333333333333333,1.5223222222222226,0.0,300.0,286.3636363636364
35,2016-12-01,310.0,42.0,42.0,0.0,13.55,1.0,0.0,10.0,10.0,4.2,24.81290322580645,16.68064516129032,0.6000000000000001,True,False,12,4,300.0,310.0,300.0,306.6666666666667,10.0,0.13548387096774195,57.0,10.0,8.666666666666666,0.3333333333333333,8.13225806451613,23.940179211469538,0.3333333333333333,3.3617481789802293,186.00000000000003,310.0,294.27272727272725
36,2017-01-01,310.0,109.0,109.0,2.0,35.16,0.7,28.57,7.0,10.0,15.57,25.406451612903226,20.703225806451613,0.3,False,True,1,1,310.0,300.0,310.0,306.6666666666667,0.0,0.35161290322580646,56.666666666666664,10.0,7.333333333333333,0.6666666666666666,4.703225806451613,24.75200716845878,0.30000000000000004,8.933236212278876,93.0,310.0,294.5
37,2017-02-01,280.0,38.0,38.0,0.0,13.57,0.6,0.0,6.0,10.0,6.33,25.135714285714283,20.332142857142856,0.5,False,True,2,1,310.0,310.0,300.0,300.0,-30.0,0.1357142857142857,63.0,10.0,7.666666666666667,0.6666666666666666,4.803571428571427,25.118356374807988,0.46666666666666673,3.411275510204081,140.0,290.0,268.3333333333333
