,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_NW,Viento_S,Viento_SE,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
65,2019-06-01,4684.0,3828.0,3795.0,27.0,81.73,3.7,4.67,578.0,156.13,6.57,15.91,6.260000000000001,82.0,False,False,False,True,False,False,6,2,4836.0,4679.0,4836.0,4733.0,-152.0,0.8172502134927413,3869.6666666666665,156.03333333333333,609.0,25.333333333333332,9.649999999999999,17.846451612903223,33.1,13.002450896669513,384088.0,4680.0,4560.818181818182
66,2019-07-01,4835.0,4133.0,4249.0,21.0,85.48,4.22,3.19,658.0,155.97,6.46,15.825806451612904,5.493548387096774,11.3,False,False,False,True,False,False,7,3,4684.0,4836.0,4679.0,4785.0,151.0,0.8548086866597725,3952.6666666666665,156.03333333333333,619.6666666666666,25.333333333333332,10.332258064516129,16.518387096774195,35.6,13.528036828234981,54635.5,4840.0,4692.181818181818
67,2019-08-01,4836.0,3970.0,3697.0,21.0,82.09,4.12,3.27,642.0,156.0,5.76,18.39032258064516,7.077419354838709,0.7,False,False,True,False,False,False,8,3,4835.0,4684.0,4836.0,4785.0,1.0,0.8209263854425145,3977.0,156.03333333333333,626.0,23.0,11.312903225806451,16.708709677419353,31.333333333333332,15.097101043250888,3385.2,4843.0,4682.545454545455
68,2019-09-01,4680.0,3811.0,3961.0,29.0,81.43,3.81,4.88,594.0,156.0,6.67,17.22666666666667,7.723333333333333,4.8,False,False,False,False,False,True,9,3,4836.0,4835.0,4684.0,4783.666666666667,-156.0,0.8143162393162393,3971.3333333333335,155.99,631.3333333333334,23.666666666666668,9.503333333333337,17.147598566308247,5.6000000000000005,14.027954415954419,22464.0,4680.0,4547.545454545455
69,2019-10-01,4805.0,3955.0,3816.0,22.0,82.31,4.01,3.54,622.0,155.0,6.14,20.032258064516128,9.829032258064515,4.6,False,False,False,False,False,True,10,4,4680.0,4836.0,4835.0,4773.666666666667,125.0,0.8231009365244537,3912.0,155.66666666666666,619.3333333333334,24.0,10.203225806451613,18.549749103942656,3.3666666666666667,16.488570373602766,22103.0,4837.0,4674.636363636364
70,2019-11-01,4668.0,3798.0,3719.0,25.0,81.36,3.51,4.58,546.0,155.6,6.81,23.063333333333333,11.89,0.3,False,False,False,False,False,True,11,4,4805.0,4680.0,4836.0,4717.666666666667,-137.0,0.8136246786632391,3854.6666666666665,155.53333333333333,587.3333333333334,25.333333333333332,11.173333333333332,20.10741935483871,3.233333333333334,18.764897172236502,1400.3999999999999,4680.0,4537.727272727273
71,2019-12-01,4819.0,3734.0,3921.0,27.0,77.48,4.01,4.33,624.0,155.45,6.28,23.89032258064516,12.674193548387096,0.4,False,False,False,False,False,True,12,4,4668.0,4805.0,4680.0,4764.0,151.0,0.7748495538493463,3829.0,155.35,597.3333333333334,24.666666666666668,11.216129032258065,22.328637992831542,1.7666666666666666,18.511405792929867,1927.6000000000001,4836.0,4715.727272727273
72,2020-01-01,4812.0,3944.0,3899.0,23.0,81.96,3.97,3.73,616.0,155.23,6.33,22.532258064516128,14.380645161290325,0.0,False,False,False,False,False,True,1,1,4819.0,4668.0,4805.0,4766.333333333333,-7.0,0.8196176226101413,3825.3333333333335,155.42666666666665,595.3333333333334,25.0,8.151612903225804,23.161971326164874,0.2333333333333333,18.467835786876893,0.0,4849.0,4732.916666666667
73,2020-02-01,4515.0,3546.0,3758.0,25.0,78.54,3.63,4.42,565.0,155.69,6.65,22.99285714285714,13.696428571428571,0.1,False,False,False,False,False,True,2,1,4812.0,4819.0,4668.0,4715.333333333333,-297.0,0.7853820598006644,3741.3333333333335,155.45666666666668,601.6666666666666,25.0,9.296428571428569,23.138479262672806,0.16666666666666666,18.058177503559563,451.5,4369.0,4308.166666666667
74,2020-03-01,4804.0,3451.0,3592.0,17.0,71.84,4.03,2.72,625.0,154.97,5.75,22.19677419354839,13.71935483870968,0.5,False,False,False,False,False,True,3,1,4515.0,4812.0,4819.0,4710.333333333333,289.0,0.7183597002497918,3647.0,155.29666666666665,602.0,21.666666666666668,8.477419354838709,22.57396313364055,0.19999999999999998,15.945268056189734,2402.0,4836.0,4739.636363636364
