,Fecha,Dias Cama Disponibles,Dias Cama Ocupados,Dias de Estada,Egresos Fallecidos,Indice Ocupacional,Indice de Rotación,Letalidad,Numero de Egresos,Promedio Cama Disponibles,Promedio Días de Estada,Temperatura Máxima,Temperatura Mínima,Precipitaciones (suma),Viento_E,Viento_S,Viento_SW,Viento_W,Mes,Trimestre,lag_1,lag_2,lag_3,media_movil_3,variacion_disponibles,porcentaje_ocupacion,ocupados_media_movil,promedio_media_movil,egresos_media_movil,egresos_fallecidos_media_movil,Diferencia Térmica,temp_max_movil,precipitacion_movil,interaccion_ocupacion_temp,interaccion_precipitacion_disp,same_month_last_year,hist_avg_mes
62,2019-03-01,1113.0,595.0,652.0,6.0,53.46,4.68,3.57,168.0,35.9,3.88,18.13225806451613,9.583870967741936,88.8,False,False,False,True,3,1,987.0,1111.0,1100.0,1070.3333333333333,126.0,0.5345911949685535,580.6666666666666,35.66333333333334,157.33333333333334,4.333333333333333,8.548387096774194,18.93548387096774,55.83333333333329,9.693345506187867,98834.4,1006.0,1021.0909090909091
63,2019-04-01,1077.0,428.0,488.0,5.0,39.74,3.65,3.82,131.0,35.9,3.73,14.97,7.956666666666666,101.0,False,False,False,True,4,2,1113.0,987.0,1111.0,1059.0,-36.0,0.39740018570102137,524.0,35.68333333333334,150.66666666666666,4.333333333333333,7.0133333333333345,18.10075268817204,70.39999999999996,5.94908077994429,108777.0,1029.0,1007.9090909090909
64,2019-05-01,1115.0,399.0,400.0,5.0,35.78,3.92,3.55,141.0,35.97,2.84,12.461290322580645,6.206451612903226,179.9,False,False,True,False,5,2,1077.0,1113.0,987.0,1101.6666666666667,38.0,0.357847533632287,474.0,35.92333333333334,146.66666666666666,5.333333333333333,6.2548387096774185,15.18784946236559,123.2333333333333,4.45924200781137,200588.5,1037.0,1025.909090909091
65,2019-06-01,1059.0,492.0,473.0,0.0,46.46,3.68,0.0,130.0,35.3,3.64,10.96,5.543333333333334,167.7,False,False,False,True,6,2,1115.0,1077.0,1113.0,1083.6666666666667,-56.0,0.46458923512747874,439.6666666666667,35.723333333333336,134.0,3.3333333333333335,5.416666666666667,12.797096774193548,149.5333333333333,5.091898016997168,177594.3,1025.0,1001.0
66,2019-07-01,1097.0,524.0,541.0,5.0,47.77,4.55,3.11,161.0,35.39,3.36,10.303225806451612,5.274193548387097,232.7,False,False,True,False,7,3,1059.0,1115.0,1077.0,1090.3333333333333,38.0,0.47766636280765723,471.6666666666667,35.55333333333334,144.0,3.3333333333333335,5.0290322580645155,11.241505376344085,193.4333333333333,4.921504396153733,255271.9,1059.0,1024.3636363636363
67,2019-08-01,1092.0,513.0,502.0,7.0,46.98,3.83,5.19,135.0,35.23,3.72,11.029032258064516,4.948387096774193,133.9,False,True,False,False,8,3,1097.0,1059.0,1115.0,1082.6666666666667,-5.0,0.4697802197802198,509.6666666666667,35.30666666666667,142.0,4.0,6.080645161290323,10.764086021505376,178.1,5.181221198156682,146218.80000000002,1031.0,1019.7272727272727
68,2019-09-01,1047.0,578.0,555.0,5.0,55.21,3.75,3.82,131.0,34.9,4.24,11.896666666666668,5.463333333333334,90.1,False,False,True,False,9,3,1092.0,1097.0,1059.0,1078.6666666666667,-45.0,0.5520534861509073,538.3333333333334,35.17333333333334,142.33333333333334,5.666666666666667,6.4333333333333345,11.076308243727597,152.23333333333332,6.567596306908628,94334.7,971.0,985.0909090909091
69,2019-10-01,1102.0,567.0,589.0,2.0,51.45,4.42,1.27,157.0,35.55,3.75,13.516129032258064,6.135483870967741,137.5,False,False,True,False,10,4,1047.0,1092.0,1097.0,1080.3333333333333,55.0,0.514519056261343,552.6666666666666,35.22666666666667,141.0,4.666666666666667,7.380645161290323,12.14727598566308,120.49999999999996,6.954305953983958,151525.0,1082.0,1029.7272727272727
70,2019-11-01,1070.0,502.0,524.0,1.0,46.92,4.54,0.62,162.0,35.67,3.23,15.946666666666664,8.24,136.6,False,False,False,True,11,4,1102.0,1047.0,1092.0,1073.0,-32.0,0.4691588785046729,549.0,35.37333333333334,150.0,2.6666666666666665,7.7066666666666634,13.78648745519713,121.39999999999998,7.481520249221183,146162.0,1075.0,999.4545454545455
71,2019-12-01,1105.0,535.0,545.0,4.0,48.42,3.96,2.84,141.0,35.65,3.87,17.674193548387095,9.503225806451614,65.2,False,False,False,True,12,4,1070.0,1102.0,1047.0,1092.3333333333333,35.0,0.4841628959276018,534.6666666666666,35.62333333333334,153.33333333333334,2.3333333333333335,8.170967741935481,15.712329749103938,113.09999999999997,8.557188731572031,72046.0,1100.0,1034.6363636363637
